Unnamed: 0,personDescription,min._yearly_income_info,data_customer_order,grossWeight,netWeight,is_recyclable?_field,additional_features_in_market_measure,PN,SK,store_sales,SC,GA,Store Area,field_frozen_area,field_meat_area,metric_cost,customer_city,CUS56,customer_lat,var_customer_lng,field_seller_city,seller_state,seller_lat_metric,seller_lng,REV54
mc_ID_12388,"Married Male with two children, education: partial high school working as manual",50K+,"Dairy from Dairy department, Ordered Brand : Carlson",17.7338,,no,[],Two for One,,3.24 M,1.0368 M,2049.72,2807.05,457.36,304.91,data: 300.8296,BELO HORIZONTE,MG,-19.938406212043407,-43.93702206884405,santo andre,SP_,-23.696333654452097,-46.5268662352127,4.0
mc_ID_12389,"Married Female with five children, education: bachelors degree working as management",70K+,"Candy from Snacks department, Ordered Brand : Atomic",11.3235,8.4018,yes,[],Super Wallet Savers,Supermarket,9.48 M,4.5504 M,1508.0,1889.75,227.8,152.99,733.1937,ibicare,SC,-27.08700367520803,-51.3680581500336,lajeado,RS,-29.44175457955597,-51.96130964790591,5.0
mc_ID_12390,"Married Male with No children, education: bachelors degree working as management",70K+,"Paper Products from Household department, Ordered Brand : Denny",26.31,24.8564,no,"['Florist', 'Coffee Bar']",I Cant Believe It Sale,Mid-Size,8.16 M,3.5088 M,2550.76,3200.69,389.54,261.49,275.9871,itapevi,$P,-23.55598641767845,-46.91197686352571,praia grande, SP ,-24.026786758814687,-46.49304889148245,5.0
mc_ID_12393,"Married Female with five kids, education: partial HS working as manual",10000,"Plastic Products from Household department, Ordered Brand : Sunset",-19.0421,16.1349,no,"['Ready Food', 'Bar For Salad']",Price Slashers,Supermarket,10.28 M,3.598 M,2451.23,3232.4,470.27,313.05,402.7623,Sao Pau1O,SP,measure: -23.51118767638063,measure: -46.4740720351145,assis,SP,-22.64961538190318,-50.406862966414685,5.0
mc_ID_12395,"Single Female with one child, education: bachelors degree working as professional",50000,"Carbonated Beverages from Beverages department, Ordered Brand : Fabulous",-23.8389,22.24,yes,"['Coffee Bar', 'Ready Food', 'Bar For Salad', 'Video Store', 'Florist']",Dimes Off, deluxe,2.64 M,0.8184 M,1873.58,2858.06,593.93,394.48,474.7271,espiri7o santo do pinhal,SP,-22.18081673466526,-46.75045932004407,atibaia,SP,-23.120273860118864,-46.56362790244673,5.0
mc_ID_12396,"MaRrIeD MaLe wItH TwO ChIlDrEn, EdUcAtIoN: pArTiAl hIgH ScHoOl wOrKiNg aS SkIlLeD MaNuAl",10K+,"Meat from Deli department, Ordered Brand : Cutting Edge",28.4904,25.5832,yes,['Florist'],Roller Savings (High) ,sUPermaRKet,2.88 M,0.9792 M,1320.15,2192.32,525.32,349.83,532.6232,joao pessoa,PB,-7.101960317242725,-34.84236014348782,ibitinga,SP,-21.7664768468313,measure: -48.83154737836604,5.0
mc_ID_12398,"Single Male with two children, education: high school degree working as skilled manual",30K+,"Drinks from Beverages department, Ordered Brand : Washington",19.0421,16.1349,yes,"['Coffee Bar', 'Bar For Salad', 'Ready Food', 'Video Store', 'Florist']",Price Winners,dEluXe,2.49 M,1.0707 M,2038.11,2841.35,481.98,321.26,453.9117,santarem,PA,-2.417575154949091,-54.71288661845902,Santa Barbara D´Oeste,Sp,-22.760477687572443,measure: -47.41281121951772,measure: 3.0
mc_ID_12399,"Married Female with two children, education: partial high school working as manual",10K+,"Candy from Snacks department, Ordered Brand : Atomic",20.2049,-15.6988,no,"['Ready Food', 'Bar For Salad']",Super Savers,sUpErMaRket,$3.56 M,1.7088 M,2448.37,3228.58,470.27,313.55,719.3865,fLORiANoPOLis,SC,-27.44750424718865,-48.39733340340489,rio de janeiro,RJ,-22.920104850395337,-43.22138202997862,5.0
mc_ID_12400,"Single Male with No children, education: partial high school working as management",90K+,"Breakfast Foods from Frozen Foods department, Ordered Brand : Big Time",20.2049,17.1524,no,"['Ready Food', 'Coffee Bar', 'Florist', 'Bar For Salad', 'Video Store']",Price Cutters,Daluxe,1.4 M,0.574 M,1525.28,2143.04,373.1,248.79,642.0871,juiz de fora_,MG,-21.77322851096427,-43.35209115736627,sao jose do rio preto,SP,-20.80243626346376,-49.39562406741489,3.0
mc_ID_12401,"Married Male with three children, education: partial high school working as manual",10K+,"Meat from Deli department, Ordered Brand : American",349.18 oz,5.5237,no,['Coffee Bar'],Best Price Savers,Small Grocery,8.28 M,2.9808 M,2069.04,2625.38,330.83,,545.489,_campinas,SP,-22.895876357204664,-47.0791850342778,CARAZINHO,Rs,-28.28944621405989,-52.79412331824494,data: 5.0
mc_ID_12402,"Married Female with four children, education: high school degree working as skilled manual",30K+,"Carbonated Beverages from Beverages department, Ordered Brand : Excellent",25.874,-24.275,yes,[],Big Time Discounts,Supermarket,9.88 M,3.1616 M,2047.63,,457.36,304.91,val: 310.662,ARACAJU,se,amount: -10.89597143104038,-37.07026082653354,moGI dAs CruZEs,SP,-23.51937483109403,-46.19269037743349,5.0
mc_ID_12403,"Married Female with five kids, education: high school degree working as skilled manual",30 Thousand,"Drinks from Beverages department, Ordered Brand : Washington",10.7857,6.4249,no,"['Bar For Salad', 'Ready Food', 'Florist', 'Coffee Bar']",Dollar Days,Deluxe,"2.96 ,000,000",1.3912 M,2055.29,3146.54,654.13,,725.9763,recife,PE,-8.038133999999996,-34.909973999999984,sao paulo,5P,-23.59798552039933,-46.55547278711988,1.0
mc_ID_12404,"Single Male with two children, education: partial college working as management",30K or more,"Fruit from Produce department, Ordered Brand : Tell Tale",20.2049,17.1524,TBD,['Coffee Bar'],Double Your Savings,Supermarket,€6.4M,3.411 M,1236.07,1973.49,,293.95,493.8689,limoeiro do norte,Ce,-5.15675587699766,-38.09339540715893,sao paulo,SP,-23.554079433810344,-46.53324185942636,3.0
mc_ID_12405,"Single Male with five children, education: partial high school working as skilled manual",30K+,"Drinks from Beverages department, Ordered Brand : Token",22.676,19.7689,yes,['Florist'],Sale Sale Sale,Supermarket,2.22 M,0.777 M,1320.15,2189.78,523.32,349.28,304.1768,Sao Sebastiao Do Paraiba,_RJ,data: nan,,Coxim,MS,data: -18.498574618152823,-54.751548779899416,5.0
mc_ID_12408,"Single Female with one kid, education: partial HS working as skilled manual",10K+,"Vegetables from Frozen Foods department, Ordered Brand : Big Time",,16.1349,yes,"['Video Store', 'Ready Food', 'Coffee Bar', 'Bar For Salad', 'Florist']",,gourmet,"9.48 ,000,000",4.3608 M,1424.85,2196.45,465.54,310.3,360.0332,alto caparao,MG,measure: -20.44051809081217,-41.86617299999999,osasco,SP,-23.552456794881493,-46.78012559033992,4.0
mc_ID_12409,"Single Female with three children, education: high school degree working as skilled manual",50K+,"Vegetables from Produce department, Ordered Brand : High Top",,-16.8617,yes,"['Bar For Salad', 'Florist', 'Ready Food', 'Coffee Bar']",,Deluxe,5.16 M,1.7544 M,2055.29,3144.61,,,715.1502,7Aquari,RS,val: -29.77926792082725,data: -51.85065663817348,pirituba,$P,-23.49065997530149,-46.7284764394945,5.0
mc_ID_12411,"Maried Male with four children, education: graduate degree working as management.",70k,"Cold Remedies from Health and Hygiene department, Ordered Brand : Steady",,25.0018,yes,"['Florist', 'Coffee Bar']",Save It (Sale),Mid-Size,2.68 M,0.9112 M,,3197.68,389.54,259.66,R$2170.03,I7u ,SP,-23.25803550268717,-47.29417635508712,dracena,sp,-21.4988715,-51.53786099999999,5.0
mc_ID_12412,"Single Male with two kids, education: high school degree working as manual",$30K+,"Snack Foods from Snack Foods department, Ordered Brand : Nationeel",28.6358,25.7286,yes,['Coffee Bar'],Savings Galore,Supermarket,11.52 M,4.2624 M,1237.71,1970.94,440.92,,724.5119,belo horizonte,MG,-19.90656305912052,-44.01012226923069,curitiba,PR,-25.464029318048183,-49.30472794690424,1.0
mc_ID_12413,"Married Male with three children, education: bachelors degree working as professional",50 Thousand,"Beer and Wine from Alcoholic Beverages department, Ordered Brand : Top Measure",17.1524,14.2452,yes,"['Bar For Salad', 'Ready Food']",Three for One,Supermarket,€3.7M,1.672 M,2448.37,3232.19,,313.55,656.2604,santa maria,RS,-29.700413412718515,-53.846744201915854,sao paulo,SP,-23.53108125950717,-46.51791357132556,3.0
mc_ID_12415,"Single Female with one child, education: partial high school working as manual",120+ monthly,"Pizza from Frozen Foods department, Ordered Brand : Carrington",27.3275,25.7286,yes,[],Price Winners,Supermarket,"6.78 ,000,000",3.3222 M,2049.72,2814.5,457.36,,497.9483,rio de janairo,RJ,measure: -22.972956517889177,-43.39706327699233,Sao Paulo,SP,-23.65111484251016,-46.75521082321932,3.0
mc_ID_12417,"Single Female with two children, education: high school degree working as professional",90K+,"Dairy from Dairy department, Ordered Brand : Gorilla",,14.6813,yes,"['Coffee Bar', 'Bar For Salad', 'Florist', 'Ready Food', 'Video Store']",Tip Top Savings,Deluxe,7.18 M,2.8002 M,2038.11,2841.13,,321.26,416.2557,sao paulo,SP,-23.47325597668648,-46.70433327407813,montenegro,R$,-29.67034898140752,-51.46146829327502,4.0
mc_ID_12419,"Married Female with three children, education: bachelors degree working as management",70K+,"Canned Soup from Canned Foods department, Ordered Brand : Just Right",-24.275,-999.0,no,"['Ready Food', 'Coffee Bar', 'Florist', 'Bar For Salad', 'Video Store']",Save It (Sale),deluxe_,3.98 M,1.7512 M,1733.97,2571.71,503.07,335.38,755.1074,sao paulo,SP,-23.549574771856427,-46.56533431986845,Poa,SP,-23.522975748542905,val: -46.33702048557326,4.0
mc_ID_12421,"Married Male with No children, education: partial high school working as manual",10K+,"Meat from Deli department, Ordered Brand : Lake",18.606,val: nan,no,"['Ready Food', 'Bar For Salad', 'Video Store', 'Coffee Bar', 'Florist']",Sale Winners,DELUXE,4.29 M,1.3728 M,1871.16,2861.13,593.93,397.63,519.7574,curitiba,PR,-25.43499239826664,-49.35249508144927,LARANJAL PAULISTA,SP,-23.03582473318652,amount: -47.8363026594829,4.0
mc_ID_12422,"Married Female with three children, education: bachelors degree working as management",50K+,"Canned Shrimp from Canned Foods department, Ordered Brand : Bravo",15.6988,11.338,no,['Coffee Bar'],Savings Galore,Superm@rket,6.51 M,3.0597 M,1234.2,1966.3,442.92,293.95,724.5119, Teresina ,PI,-5.080876624947028,-42.819395080925325,sao  paulo,SP,-23.526508568411355,-46.731702782676464,1.0
mc_ID_12423,"Married Male with three children, education: partial high school working as manual",360+ monthly,"Bathroom Products from Health and Hygiene department, Ordered Brand : Faux Products",18.7513,14.376,no,[],GLD,Supermarket,9.04 M,2.8928 M,2049.72,2811.99,459.36,304.91,697.7866,barueri,SP,measure: -23.50445927126197,val: -46.84497058265231,brasilia , DF,-15.840667480274698,-48.051942900348365,1.0
mc_ID_12424,"Married Female with four children, education: graduate degree working as professional",90 Thousand,"Pain Relievers from Health and Hygiene department, Ordered Brand : Steady",,14.2452,yes,"['Video Store', 'Ready Food', 'Bar For Salad', 'Coffee Bar', 'Florist']",,Gourmet,€7.2M,3.4809 M,1422.25,2200.69,465.54,,504.9565,INDAIATUBA,Sp,-23.09232014212125,-47.19741214338984,sao paulo,SP,-23.63580786663679,-46.71209825910773,5.0
mc_ID_12425,"Married Female with four children, education: high school degree working as skilled manual",30K+,"Paper Products from Household department, Ordered Brand : Sunset",14.8266,11.9049,no,[],GLD,Supermarket,3.18 M,1.431 M,1508.0,1887.05,227.8,151.9,727.9637,SAO PAulO,Sp,-23.59347752677597,-46.57350815251884,sao paulo,Sp,-23.58202355453289,-46.62322245045877,3.0
mc_ID_12426,"Single Female with two children, education: high school degree working as management",70K+,"Vegetables from Produce department, Ordered Brand : High Top",-0.1,7.0063,yes,"['Florist', 'Video Store', 'Ready Food', 'Bar For Salad', 'Coffee Bar']",Roller Savings (High) ,daluxe,15.4 M,6.468 M,1734.5,2575.53,503.07,335.38,440.1568,Sao bErnardO do caMpO,SP_,-23.70899726008409,-46.54812620982171,SAo PAulo,SP,amount: -23.55860361532686,-46.43116232924525,5.0
mc_ID_12427,"Single Female with three children, education: high school degree working as manual, Single Female with three children",30K+,"Magazines from Periodicals department, Ordered Brand : Dollar",,17.5885,no,"['Bar For Salad', 'Coffee Bar', 'Florist', 'Ready Food']",,Deluxe,3.38 M,1.6224 M,2055.29,3149.56,654.13,435.51,542.0895,porto alegre,RS,-30.01980485899368,measure: -51.178789843470426,ibitinga ,SP,-21.7664768468313,-48.83154737836604,5.0
mc_ID_12429,"Married Female with No children, education: partial high school working as skilled manual",$10K+,"Meat from Frozen Foods department, Ordered Brand : Carrington",13.6638,12.1956,no,"['Florist', 'Bar For Salad', 'Ready Food', 'Video Store', 'Coffee Bar']",Pick Your Savings,"Gourmet
",7.26 M,3.4122 M,1424.85,2198.05,467.54,310.97,amount: 351.7175,cachoeirinha,RS,-29.91836557306762,data: -51.10041765990425, rio de janeiro ,rj,-22.93125598447676,-43.17881321481337,5.0
mc_ID_12430,"Single  Male  with  No  children,  education:  partial  high  school  working  as  manual",30000,"Breakfast Foods from Frozen Foods department, Ordered Brand : Golden",11.4834,7.1226,yes,"['Bar For Salad', 'Ready Food', 'Coffee Bar', 'Florist']",Promo Big,Deluxe,1.86 M,0.6882 M,2055.29,3144.82,654.13,434.64,val: 267.3576,irapuru,sp,val: -21.564375406378986,-51.34768356138114,PeNAPoLis,sp,-21.426570046543283,-50.06791761043272,4.0
mc_ID_12431,"Married Female with two kidren, education: graduate degree working as professional",130K+,"Plastic Products from Household department, Ordered Brand : High Quality",,26.4554,yes,"['Florist', 'Bar For Salad', 'Coffee Bar', 'Ready Food', 'Video Store']",,Deluxe,$7.8 M,2.574 M,1525.28,2142.67,373.1,248.79,amount: 755.9442,CURITIBA,PR,-25.484788854838737,-49.25536574672524,sinop_,Mt,-11.829317247041294,-55.49644289081176,5.0
mc_ID_12432,"Married Male with No children, education: bachelors degree working as management",90K+,"Jams and Jellies from Baking Goods department, Ordered Brand : BBB Best",10.9601,6.5848,no,"['Coffee Bar', 'Ready Food', 'Video Store', 'Florist', 'Bar For Salad']",Sales Days,Deluxe,11.2 M,3.36 M,,2861.71,593.93,395.95,val: 608.772,Divinopolis,MG,-20.15825132557966,data: -44.88243792415554,SAO PAULO,SP,-23.539824031911863,data: -46.434679443937874,4.0
mc_ID_12434,"MaRrIeD FeMaLe w/ ThReE ChIlDrEn, EdUcAtIoN: pArTiAl hIgH ScHoOl wOrKiNg aS PrOfEsSiOnAl",70K+,"Snack Foods from Snack Foods department, Ordered Brand : Best Choice",21.3678,18.3153,yes,"['Florist', 'Ready Food', 'Video Store', 'Bar For Salad', 'Coffee Bar']",Price Destroyers,DELUXA,$3.57 M,1.7493 M,2038.11,2844.5,481.98,321.26,777.2826,severinia,SP,-20.81327575325975,-48.80426016516554,IbITINGa,sP,-21.7664768468313,-48.83154737836604,10.0/10
mc_ID_12435,"Married Male with four children, education: bachelors degree working as professional",50K+,"Fruit from Produce department, Ordered Brand : Ebony",17.007,14.0853,no,['Coffee Bar'],Promo Big,Small Grocery,1.84 M,0.8464 M,2068.21,,330.83,,measure: 371.2254,campo grANdE,MS,-20.457467847469584,-54.57264622973501,curitiba,PR,-25.526084940879464,-49.27440966694559,1.0
mc_ID_12436,"Married Female with one child, education: partial college working as clerical",360+ monthly,"Bread from Baked Goods department, Ordered Brand : Great",25.2925,20.7864,yes,"['Video Store', 'Coffee Bar', 'Florist', 'Bar For Salad', 'Ready Food']",Lottery Cash Registerion,Deluxe,9.81 M,4.7088 M,1734.5,2575.27,503.07,335.38,290.7357,campinas,SP,data: -22.946206445520712,-47.13505192996653,itaquaquecetuba, SP,data: -23.48262344063541,-46.37448952833195,5.0
mc_ID_12438,"Single Male with five children, education: partial high school working as skilled manual",10K+,"Jams and Jellies from Baking Goods department, Ordered Brand : Super",-9.7681,8.3,no,"['Florist', 'Coffee Bar']",Shelf Clearing Days,Mid-Size,$13.56 M,4.8816 M,2549.77,,389.54,259.66,267.5668,SAO PAULO,SP ,-23.55516971681634,-46.677587386498686,guarulh0s,SP,-23.45179751457096,-46.55390064723872,val: 3.0
mc_ID_12441,"Married Male with one child, education: partial high school working as skilled manual",10K+,"Cold Remedies from Health and Hygiene department, Ordered Brand : Bird Call",18.606,15.6988,yes,"['Coffee Bar', 'Florist', 'Bar For Salad', 'Ready Food']",Dollar Days,Deluxe,6.96 M,3.4104 M,2053.33,3145.51,654.13,434.27,725.9763,rio de janelro,RJ,-22.875614717179307,amount: -43.329263685383,rio de janeiro,RJ,-22.86933515510882,,3.0
mc_ID_12442,"Single Male with four children, education: partial high school working as management",130000,"Jams and Jellies from Baking Goods department, Ordered Brand : Landslide",measure: 16.8617,-15.4081,yes,"['Coffee Bar', 'Florist', 'Bar For Salad', 'Ready Food', 'Video Store']",One Day Sale,deluxe,7.14 M,2.6418 M,1734.5,2572.86,503.07,334.48,689.0525,orindiuva,SP,-20.189088281164857,-49.35644319628796,petropolis,RJ,-22.549033360244323,-43.210094724044055,data: 5.0
mc_ID_12443,"Married Female with two children, education: partial high school working as skilled manual",10K+,"Meat from Frozen Foods department, Ordered Brand : Carrington",13.6638,12.1956,no,[],Super Wallet Savers,Suparmarket,$4.84 M,2.0812 M,1508.0,1887.7,227.8,151.48,val: 733.1937,Sao Paulo,SP,-23.6358037821282,-46.63803244364944,sao bernardo do campo,	SP,-23.724134173502662,data: -46.57554561519289,5.0
mc_ID_12446,"Single Female with four children, education: partial high school working as management",1560+ monthly,"Beer and Wine from Alcoholic Beverages department, Ordered Brand : Walrus",13.6347,12.1811,yes,"['Ready Food', 'Coffee Bar', 'Video Store', 'Florist', 'Bar For Salad']",Sale : Double Down,deLUXe,"4.58 ,000,000",2.1984 M,1734.5,2572.86,503.07,337.06,265.6317,brasilia,DF,-15.793056283368957,-47.848963327226045, pinhais ,pr,-25.44071444991049,val: -49.188443906024766,5.0
mc_ID_12447,"Single Male wiht four children, education: partial high school working as skilled manual",10K+,"Snack Foods from Snack Foods department, Ordered Brand : Fort West",data: 12.748,11.2944,no,"['Coffee Bar', 'Ready Food', 'Bar For Salad', 'Florist']",Super Duper Savers,deluxe,€5.8M,2.4408 M,2055.29,3145.51,654.13,436.09,364.2695,sao roque do canaa, Es,-19.73929732233853,-40.65808102386044,limeira,SP,-22.56835042131686,-47.44743947974489,1.0
mc_ID_12449,"MaRrIeD FeMaLe wItH TwO ChIlDrEn, EdUcAtIoN: hIgH ScHoOl dEgReE WoRkInG As sKiLlEd mAnUaL",30K+,"Pizza from Frozen Foods department, Ordered Brand : Golden",23.84 kg,20.7864,yes,"['Ready Food', 'Bar For Salad']",Price Cutters,Supermarket,3.84 M,1.3824 M,2267.38,3687.88,853.22,570.52,amount: 761.0696,santo andre,	SP,-23.65198043825374,-46.54095207799065,presidente prudemte,SP,measure: -22.11545190136955,-51.39640853541775,1.0
mc_ID_12450,"Single Male with No children, education: partial college working as professional",130K+,"Vegetables from Produce department, Ordered Brand : High Top",-31.8337,30.2347,no,[],GLD,Supermarket,$4.29 M,1.716 M,1508.0,1892.66,229.8,151.37,727.9637,RIO DE JANEIRO,RJ,amount: -22.88641096422165,-43.3508660295746,rio do sul,SC,-27.20981137280685,-49.63292048422235,data: 5.0
mc_ID_12453,"Single Male with one child,education: partial collge working as professional",30K+,"Vegetables from Produce department, Ordered Brand : Tell Tale",16.2802,14.6813,no,"['Video Store', 'Florist', 'Coffee Bar', 'Ready Food', 'Bar For Salad']",Save Price,Deluxe,2.52 M,1.1088 M,2038.11,2845.34,481.98,319.96,284.3028,maraba,P4,data: -5.368316562823011,-49.1067542993694,Betim,Mg,-19.95866259017359,-44.19878943272789,data: 4.0
mc_ID_12454,"Married Male with four children, education: high school degree working as skilled manual",30K+,"Baking Goods from Baking Goods department, Ordered Brand : BBB Best",11.7596,8.8524,yes,"['Bar For Salad', 'Florist', 'Ready Food', 'Coffee Bar']",Two Day Sale,Delux3,2.92 M,1.1096 M,2055.44,3142.31,654.13,435.91,542.0895,salvador,Ba,-13.00486273633788,-38.46539390896759,sao paulo,SP,-23.65111484251016,-46.75521082321932,5.0
mc_ID_12455,"Married Female with one child, education: partial high school working as manual",10K+,"Snack Foods from Snack Foods department, Ordered Brand : Fort West",876.78 oz,-20.4957,no,"['Florist', 'Coffee Bar', 'Bar For Salad', 'Ready Food']",Weekend Discount,Deluxe,5.16 M,2.3736 M,2052.7,3145.51,656.13,,measure: 382.0515,salvador,BA,-13.0114418426315,-38.48000096629509,SAo pAULO,sp,-23.573782561198005,-46.62058066708981,measure: 3.0
mc_ID_12456,"Married Female with one kid, education: partial high school working as skilled manual",10K+,"Dairy from Dairy department, Ordered Brand : Club",14.4632,11.5415,no,"['Bar For Salad', 'Ready Food']",Super Savers,Supermarket,$7.9 M,3.713 M,2448.37,3227.75,472.27,313.55,719.3865,monte alto,Sp_,-21.25517021789464,-48.48570186533153,sao paulo,Sp,-23.537511255832708,-46.63705730743676,5.0
mc_ID_12457,"Single Male with one child, education: partial collge working as management",70K+,"Meat from Deli department, Ordered Brand : Red Spade",19.1874,data: 17.5885,yes,"['Video Store', 'Ready Food', 'Florist', 'Coffee Bar', 'Bar For Salad']",One Day Sale,Deluxe,4.83 M,1.4973 M,1871.16,,593.93,395.95,360.3993,sao paulo,sP,-23.57828270774424,-46.65102362378097,cajamar,$P,-23.406238298215783,data: -46.84102497498486,amount: 5.0
mc_ID_12463,"Married_Female_wiht_three_children,_education:_partial_high_school_working_as_professional",90K+,"Cleaning Supplies from Household department, Ordered Brand : High Quality",31.83 kg,27.3275,yes,"['Coffee Bar', 'Ready Food', 'Florist', 'Bar For Salad', 'Video Store']",Two Day Sale,Gourmet,9.55 M,3.82 M,1424.85,,,310.3,663.5824,belem,P4,-1.3131772169199871,-48.46146584332767,sao pauio,SP,-23.62358155176294,-46.61056007369148,4.0
mc_ID_12464,,10K+,"Vegetables from Frozen Foods department, Ordered Brand : Golden",29.7987,25.4379,no,['Coffee Bar'],Bag Stuffer,smail grocery,$3.18 M,1.0176 M,1394.66,2285.14,534.29,356.19,amount: 647.4217,Campo Do Meio, mg ,-21.11244619821393,-45.83234349689595,ibitinga,sP,-21.7664768468313,-48.83154737836604,5.0
mc_ID_12465,"Married Male with two children, education: partial High School working as skilled manual",10K+,"Meat from Deli department, Ordered Brand : Red Spade",29.5079,26.4554,yes,"['Bar For Salad', 'Florist', 'Coffee Bar', 'Ready Food']",Sale : Double Down,DELUXE,8.85 M,3.4515 M,2055.29,3142.1,654.13,436.09,500.7202,rio bananaI,As,-19.271805837690685,-40.32772691399322,sao jose do rio preto,SP,val: -20.84380119949777,-49.36891118527178,1.0
mc_ID_12467,"Married Male with three children, education: partial high school working as skilled manual",10000,"Fruit from Produce department, Ordered Brand : High Top",,,yes,"['Coffee Bar', 'Florist', 'Ready Food', 'Bar For Salad']",Promo Big,Delux3,14.72 M,6.7712 M,2055.29,3141.58,654.13,,267.3576,santos,	SP,-23.96112504302036,-46.32316061267247,sao paulo,SP,-23.537511255832708,val: -46.63705730743676,5.0
mc_ID_12468,"Single Female with four children, education: gradute degree working as management",130K+,"Snack Foods from Snack Foods department, Ordered Brand : Fort West",27.6183,26.1647,yes,"['Ready Food', 'Bar For Salad']",Shelf Clearing Days,Supermarket,3.56 M,1.3884 M,2265.9,3687.88,853.22,568.75,554.903,sao paulo,SP,-23.501464072162264,-46.67349915889548,sao pauIo,"SP
",amount: -23.693985995008337,val: -46.70188324132953,4.0
mc_ID_12469,"Married Male with two children, education: bachelors degree working as professional",70K+,"Dairy from Dairy department, Ordered Brand : Even Better",val: nan,18.3153,no,['Florist'],,"Supermerket
",$10.5 M,4.725 M,1320.15,2187.89,523.32,348.85,279.1251,SAO PAULO,SP,-23.53844953621104,-46.66877617459164,praia grande,sp,,-46.41873374429398,5.0
mc_ID_12470,"Married Male with three children, education: bachelors degree working as professional",70K+,"Bathroom Products from Household department, Ordered Brand : High Quality",amount: 31.543,27.1822,yes,['Florist'],Sale Winners,Supermarket,5.56 M,1.7236 M,1320.15,2194.59,523.32,347.42,770.6405,itatiba, SP ,-22.993820438600167,-46.81014454759541,Guarulhos,SP,-23.46530411469876,-46.51148732089968,5.0
mc_ID_12474,"Married  Female  with  two  children,  education:  bachelors  degree  working  as  professional",50k,"Vegetables from Produce department, Ordered Brand : Tri-State",11.8759,,no,"['Florist', 'Coffee Bar', 'Ready Food', 'Bar For Salad']",Price Winners,Gourmet,3.92 M,1.2936 M,1565.29,2207.28,,256.97,769.7514,sao paulo,SP,-23.55896103857696,-46.64089188579832,sao paulo_,sp,-23.54507217346644,-46.68438057799065,5.0
mc_ID_12475,"Single Male with two children, education: high school degree working as manual",30K+,"Breakfast Foods from Frozen Foods department, Ordered Brand : Golden",14.8266,11.9049,no,['Coffee Bar'],Price Cutters,Small Grocery,0.77 M,0.3003 M,,2088.27,398.93,265.98,700.7677,Santo Antonio Do Jacinto,Mg,-16.539599848674634,-40.17097189256237,Campinas,sp,-22.92991227115403,-47.07189552530681,1.0
mc_ID_12477,"Single Female with one child, education: partial high school working as skilled manual",10K+,"Carbonated Beverages from Beverages department, Ordered Brand : Fabulous",17.8792,,no,"['Florist', 'Coffee Bar', 'Bar For Salad', 'Ready Food']",Save Price,,9.12 M,3.8304 M,2056.97,3143.2,654.13,436.09,584.191,Furtaleza,C3,-3.7426544213168538,val: -38.48417765306712,belo horizonte,mg,-19.891079580904844,-43.99423022788376,3.0
mc_ID_12479,"Single Male with two children, education: high school degree working as skilled manual",€42K+,"Snack Foods from Snack Foods department, Ordered Brand : Best Choice",12.6608,,no,"['Bar For Salad', 'Ready Food']",Super Duper Savers,Supermarket,1.64 M,0.6232 M,2265.9,3684.97,855.22,568.75,677.285,palmas,TO,-10.194659948131218,-48.323723487431415,curitiba,PR,-25.464029318048183,-49.30472794690424,4.0
mc_ID_12481,"Single Male with one child, education: bachelors degree working as professional",50k,"Vegetables from Frozen Foods department, Ordered Brand : Carrington",,22.0946,yes,['Coffee Bar'],,sUPErmaRKeT,1.26 M,0.567 M,1236.0,1970.94,440.92,293.95,722.9429,jaborandi,SP,val: -20.68783876701268,-48.41546620561777,sao paulo,SP,-23.746252526227707,-46.677001782820696,2.0
mc_ID_12482,"Single Female with five children, education: high school degree working as manual",30K+,"Starchy Foods from Starchy Foods department, Ordered Brand : Monarch",19.1874,16134.90 grams,no,"['Florist', 'Bar For Salad', 'Coffee Bar', 'Ready Food', 'Video Store']",Go For It,Deluxe,€4.6M,1.944 M,2038.11,2845.84,481.98,321.34,455.3761,_brasilie,DF,-15.884372942145603,measure: -48.076475145384855,sao paulo,SP,amount: -23.627917099919195,-46.70291843519532,4.0
mc_ID_12483,"Married Male with No children, education: partial high school working as skilled manual",10K+,"Candles from Household department, Ordered Brand : Denny",29.3626,26.4554,yes,['Coffee Bar'],Full Free,Small Grucery,5.9 M,2.832 M,,2620.42,330.83,220.55,637.014,schroeder,SC,-26.40323432806667,-49.087597917849614,CAMPO LIMPO PAULISTA, SP,-23.20706431353269,-46.760735214610754,5.0
mc_ID_12484,"Married Male with one child, education: high school degree working as skilled manual",30K+,"Canned Soup from Canned Foods department, Ordered Brand : Blue Label",24.8564,23.4028,no,"['Bar For Salad', 'Florist', 'Coffee Bar', 'Video Store', 'Ready Food']",Price Slashers,Deluxe,$5.34 M,2.4564 M,1734.5,2574.73,503.07,334.1,282.9953,rio claro,SP,-22.41279106394308,val: -47.55498970959049,Itajai,	SC,-26.912428672061186,-48.6773810666573,5.0
mc_ID_12485,"Married Female with five kids, education: partial high school working as skilled manual",50K+,"Vegetables from Produce department, Ordered Brand : Ebony",16.7163,13.8091,yes,[],Tip Top Savings,Supermarket,"9.78 ,000,000",4.3032 M,2049.72,2811.99,,304.91,557.8318,londrina,pr,-23.30857924701369,-51.196409511945205,LARANJAL PAULISTA,SP,-23.03582473318652,amount: -47.8363026594829,1.0
