field_unnamed:_0,field_person_description,min__yearly_income,customer_order,is_recyclable?,additional_features_in_market,field_promotion_name,store_kind,store_sales,store_cost,grocery_area,store_area,frozen_area,meat_area,cost,field_customer_city,customer_state,customer_lat,customer_lng,field_seller_city,seller_state,seller_lat,seller_lng,review_score,weights
mc_ID_11878,"Married Female with four children,education: partial colllege working as professional",$30K+,"Carbonated Beverages from Beverages department, Ordered Brand : Token",recyclable,['Florist'],Two for One,,$5.6 Millions,2.128 Millions,1321.08,2194.99,525.32,348.85,360.7131,saO PAULO ,	SP,-23.654302322522845,-46.69065605661037,franca,"sP
",-20.530671079410943,-47.39851931627846,5.0,"{'gross': 23.8389, 'net': 20.7864}"
mc_ID_11879,Married Female with three children and education: bachelors degree working as professional,50K+,"Snack Foods from Snack Foods department, Ordered Brand : Fort West",recyclable,"['Video Store', 'Bar For Salad', 'Florist', 'Coffee Bar', 'Ready Food']",Price Cutters,Gourmet,4.3 Millions,1.935 Millions,1424.85,2200.77,465.54,310.3,675.716, RIO DE JANEIRO,RJ,-22.864778868805185,-43.5715998508552,j4carei,SP,-23.29818595956356,-45.974828011182304,2.0,"{'gross': 23.2575, 'net': val: 21.8039}"
mc_ID_11880,"Married Female with two children, education: bachelors degree working as management",30K+,"Breakfast Foods from Frozen Foods department, Ordered Brand : Carrington",recyclable,,Wallet Savers,Supermarket,5.52 Millions,1.7112 Millions,,2815.62,459.36,305.74,418.1385,guaruja,SP,-23.9868178398992,amount: -46.2684461778621,sao paulo,,-23.541941545934563,-46.49095488842404,5.0,"{'gross': 28.6358, 'net': 25.7286}"
mc_ID_11881,"Single Female with four children, education: high school degree working as manual, Single Female with four children",30K+,"Paper Products from Household department, Ordered Brand : Red Wing",recyclable,,Super Duper Savers,SUPERMARKET,€6.8M,3.1395 Millions,2049.72,2811.5,457.36,304.91,amount: 527.7593,gu4ruja,SP,-23.978624736621192,-46.2155448966947,	RIBERAO PRETO,SP,-21.16850440882337,-47.79370519233655,3.0,"{'gross': 19.9142, 'net': 16.8617}"
mc_ID_11882,"Married Female with four childran, education: bachelors degree working as professional",70K+,"Fruit from Produce department, Ordered Brand : Ebony",recyclable,['Coffee Bar'],Weekend Discount,sUpERmarKET,5.4Ms,2.484 Millions,1236.07,1971.66,440.92,293.95,amount: 698.728,muriae,MG,-21.12511695920133,-42.36213605759133,_belo horizonte,MG,-19.95455748237063,-43.93409969455826,5.0,"{'gross': 31.2522, 'net': 28.3451}"
mc_ID_11883,"Single Female with four childran, education: Bachelors degree working as professional",840+ monthly,"Beer and Wine from Alcoholic Beverages department, Ordered Brand : Good",recyclable,"['Bar For Salad', 'Video Store', 'Ready Food', 'Florist', 'Coffee Bar']",,Deluxe,"9.48 ,000,000illions",4.1712 Millions,1734.5,2572.86,503.07,337.31,662.2226,Jund1Ai,SP,-23.148804478137823,-46.92948882832884,rio do sul,sC,-27.20981137280685,-49.63292048422235,5.0,"{'gross': data: 17.4431, 'net': 13.0823}"
mc_ID_11884,Single Male with one child and education: partial college working as professional,130K+,"Canned Soup from Canned Foods department, Ordered Brand : Better",recyclable,,GLD,suPeRmARKet,4.6 Millions,1.84 Millions,1508,1886.3,227.8,152.82,727.9637,irati,pr,-25.46071165130973,-50.63828989673304,pedreira_,SP,-22.73824150585765,-46.8958585777586,5.0,"{'gross': 19.0421, 'net': 16.1349}"
mc_ID_11886,"Single Female with one child, education: partial college working as professional",150K+,"Baking Goods from Baking Goods department, Ordered Brand : Plato",non recyclable,['Florist'],Save It (Sale),Superm@Rket,11.13 Millions,4.5633 Millions,1320.15,2192.32,523.32,348.85,427.7617,RIO De JANeiRo,RJ,-23.00373619547281,-43.32184116956918,RIO DE JANEIRO,rj,-22.86881073397188,-43.2496625858511,5.0,"{'gross': 17.1524, 'net': 15.6988}"
mc_ID_11887,"Married Female with four children, education: bachelors degree working as professional",50k,"Hardware from Checkout department, Ordered Brand : Queen",recyclable,"['Ready Food', 'Bar For Salad']",, SUPERMARKET ,$3.56 Millions,1.1392 Millions,2450.17,3232.19,470.27,313.55,754.7413,uberl@ndia,MG,-18.925348871775626,-48.24236513543774,Sao Sebas7Iao,SP,-23.753948510964275,data: -45.41325199417162,5.0,"{'gross': 12.5154, 'net': -8.1401}"
mc_ID_11890,"Single Male with two children, education: partial college working as management",30K+,"Vegetables from Canned Foods department, Ordered Brand : Just Right",recyclable,,One Day Sale,Supermarket,6.96 Millions,2.784 Millions,2049.72,2811.99,459.36,304.91,486.7561,caxias  do  sul,R5,data: -29.1962475,-51.180777,FRANCA,sp,-20.50234199999999,-47.4215895,5.0,"{'gross': 12.5881, 'net': 9.67 kg}"
mc_ID_11891,"Single Female with three children, education: partial high school working as skilled manual",30k,"Starchy Foods from Starchy Foods department, Ordered Brand : Colossal",recyclable,"['Ready Food', 'Florist', 'Coffee Bar', 'Video Store', 'Bar For Salad']",Price Cutters,dELUXe,5.84Ms,1.9272 Millions,1525.48,2148.69,373.1,247.74,val: 642.0871,duque de caxias,RJ,-22.65176256898586,-43.29910420484181,volta redonda,SP,-22.498182754371285,-44.12361371579433,5.0,"{'gross': measure: 21.8039, 'net': 17.4431}"
mc_ID_11893,"Single Female with three children, education: bachelors degree working as professional",50K+,"Beer and Wine from Alcoholic Beverages department, Ordered Brand : Good",recyclable,"['Ready Food', 'Bar For Salad']",Best Savings,SUPERMARKET,15.64 Millions,6.7252 Millions,2451.1,3236.1,470.27,314.05,576.1891,Brasilia,DF,-15.843092528722453,data: -47.82225242246026,sao paulo,$P,-23.554133203993324,data: -46.53048959908248,3.0,"{'gross': 10.2769, 'net': 8.8233}"
mc_ID_11894,"Single Female with one child, education: high school degree working as skilled manual",30K+,"Pain Relievers from Health and Hygiene department, Ordered Brand : Steady",non recyclable,"['Bar For Salad', 'Florist', 'Ready Food', 'Coffee Bar', 'Video Store']",Best Savings,gourmet,$6.12 Millions,2.0196 Millions,1424.85,2203.6,465.54,309.31,281.4786,bauru,SP,data: -22.343278450951072,-49.110246161213695,sao paulo,5P,-23.50636475575626,-46.58066375575627,5.0,"{'gross': 9.1867, 'net': val: 6.2795}"
mc_ID_11895,"Married Female with four children, education: bachelors degree working as professional",50K+,"Jams and Jellies from Baking Goods department, Ordered Brand : Super",non recyclable,,Full Free,Supermarket,6.45 Millions,2.7735 Millions,,,227.8,151.9,data: 660.2352,braganca paulista,5P,-22.94590621510184,-46.548503978908165,sao jose do rio preto,SP,-20.80243626346376,-49.39562406741489,5.0,"{'gross': 14.0562, 'net': 12.6027}"
mc_ID_11896,"Single Male with four childran, education: partial High School working as skilled manual",10K+,"Vegetables from Produce department, Ordered Brand : Hermanos",non recyclable,"['Bar For Salad', 'Coffee Bar', 'Florist', 'Ready Food']",Three for One,Deluxe,"11.56 ,000,000illions",4.7396 Millions,2056.31,3150.1,,436.09,640.5181,arceburgo,MG,-21.36382357197041,-46.934383053735424,sao paulo,sp,-23.52833381848348,-46.61941011172019,5.0,"{'gross': 12.6172, 'net': 9.71}"
mc_ID_11897,"mARRIED fEMALE WITH TWO CHILDREN, EDUCATION: PARTIAL HIGH SCHOOL WORKING AS MANUAL",10K+,"Pure Juice Beverages from Beverages department, Ordered Brand : Fabulous",recyclable,['Florist'],You Save Days,Supermarket,1.3 Millions,0.39 Millions,1320.15,2191.54,523.32,348.85,689.3663,iuna,E5,-20.347608763449266,-41.53608997220348,SAO PAULO,SP,-23.59798552039933,-46.55547278711988,5.0,"{'gross': 23.2575, 'net': 21.8039}"
mc_ID_11899,"Married Male with four children, education: partial high school working as skilled manual",10k,"Starchy Foods from Starchy Foods department, Ordered Brand : Jardon",non recyclable,"['Ready Food', 'Bar For Salad', 'Coffee Bar', 'Florist']",Dollar Days,Deluxe,$1.74 Millions,0.5568 Millions,2055.29,3148.61,,,725.9763,londrina,"PR
",-23.31430876659561,-51.11965985684604,COLOMBO,Pr,-25.371298736141743,-49.18823376385825,5.0,"{'gross': 25.2925, 'net': amount: 20.7864}"
mc_ID_11900,"Married Male with two childern, education: high school degree working as skilled manual",30K+,"Dairy from Dairy department, Ordered Brand : Even Better",non recyclable,"['Coffee Bar', 'Ready Food', 'Video Store', 'Florist', 'Bar For Salad']",,Deluxe,10.5 Millions,3.675 Millions,,2859.94,593.93,395.95,measure: 484.1411,joinville,SC,-26.280106009435062,-48.83969902192853,5alto,SP,-23.198860047870664,-47.29334560811024,5.0,"{'gross': 21.2225, 'net': 18315.30 grams}"
mc_ID_11902,"Married Female with two children, education: bachelors degree working as management",90 Thousand,"Vegetables from Frozen Foods department, Ordered Brand : Carrington",non recyclable,"['Bar For Salad', 'Florist', 'Video Store', 'Ready Food', 'Coffee Bar']",Price Slashers,DeIuxe,3.68 Millions,1.1408 Millions,1525.28,2144.63,375.1,248.79,403.9652,sAo paulO,SP,-23.58844697668647,-46.6399644096601,sao paulo,sP,measure: -23.53321650340715,-46.50046729003948,4.0,"{'gross': 9986.20 grams, 'net': 8.5181}"
mc_ID_11904,"Married Female with four children, education: high school degree working as professional",€93K+,"Vegetables from Produce department, Ordered Brand : Hermanos",non recyclable,"['Ready Food', 'Florist', 'Video Store', 'Bar For Salad', 'Coffee Bar']",Shelf Clearing Days,gourmet,"5.19 ,000,000illions",2.0241 Millions,1424.85,,465.54,310.3,533.2508,parnaiba_,PI,-2.928516826023062,-41.74936193713055, campo limpo paulista,sp,amount: -23.20706431353269,-46.760735214610754,5.0,"{'gross': 22.0946, 'net': val: 17.5885}"
mc_ID_11905,"Married Male with two kidren, education: bachelor'ss degree working as management",90 Thousand,"Magazines from Periodicals department, Ordered Brand : Gauss",recyclable,"['Ready Food', 'Bar For Salad']",Three for One,Suparmarket,5.56 Millions,2.1128 Millions,2265.9,3691.11,855.22,568.75,618.4475,londrina,Pr_,-23.32090779750426,-51.15760695247892,francisco beltrao,PR,-26.003670174999968,-53.23275043899997,measure: 4.0,"{'gross': 23.4028, 'net': data: 21.9493}"
mc_ID_11907,"Single Male with No children, education: partial college working as professional, education: partial college working as professional",50K+,"Vegetables from Frozen Foods department, Ordered Brand : PigTail",recyclable,"['Ready Food', 'Bar For Salad']",,,7.4Ms,3.404 Millions,2448.37,3232.19,470.27,313.43,406.4756,sao paulo,SP,-23.49997012461769,-46.42365639286743,sao paulo,SP,amount: -23.54516769470249,-46.63224867958328,4.0,"{'gross': 18.4606, 'net': 16.8617}"
mc_ID_11908,"single female with one kid, education: partial high school working as skilled manual",120+ monthly,"Paper Products from Household department, Ordered Brand : Sunset",non recyclable,"['Ready Food', 'Coffee Bar', 'Florist', 'Bar For Salad']",Bag Stuffer,Deluxe,4.77 Millions,1.6218 Millions,2055.29,3147.99,654.13,436.09,367.7736,sao jose dos pinhais,"PR
",-25.497589516673177,-49.18687479711266,jUndIai,SP,-23.211714582578274,-46.8753760355472,3.0,"{'gross': 14.8266, 'net': 11.9049}"
mc_ID_11910,"Single Female with one child, education: partial high school working as professional",150K+,"Meat from Deli department, Ordered Brand : Moms",recyclable,"['Bar For Salad', 'Ready Food', 'Video Store', 'Coffee Bar', 'Florist']",Bag Stuffer,Deluxe,$6.87 Millions,2.4045 Millions,1734.52,2577.1,503.07,335.38,662.2226,Pelotas,RS,-31.75835629447746,-52.27031137898898,araguari,MG,-18.65223568071188,-48.19343213192182,5.0,"{'gross': 26.7461, 'net': 25.1472}"
mc_ID_11912,"Married Female with five kids, education: partial high school working as manual",10K+,"Snack Foods from Snack Foods department, Ordered Brand : Best Choice",non recyclable,"['Florist', 'Bar For Salad', 'Coffee Bar', 'Ready Food']",Weekend Discount,deluxe,$5.26 Millions,2.63 Millions,2057.61,3145.51,654.13,436.09,382.0515,guarulhos,Sp,-23.411582298084145,-46.44838156702636,lbitinga,SP,-21.7664768468313,measure: -48.83154737836604,1.0,"{'gross': 23402.80 grams, 'net': 21.9493}"
mc_ID_11914,"Married Female with one kid, education: high school degree working as manual",€25K+,"Fruit from Produce department, Ordered Brand : Tri-State",recyclable,,Save Price,supermarket,1.24 Millions,0.5084 Millions,,,227.8,,measure: 325.6721,PASSO  FUNDO,RS,-28.246010663976687,val: -52.38356841481704,5aopaulo,SP,-23.56788988703906,-46.57394821510183,5.0,"{'gross': measure: 22.676, 'net': 21.2225}"
mc_ID_11915,"Married Male with two children, education: bachelors degree working as management",50K+,"Fruit from Produce department, Ordered Brand : Ebony",non recyclable,"['Ready Food', 'Bar For Salad']",,Supermarket,7.44 Millions,2.5296 Millions,2448.37,,470.27,,347.1151,SaO JoAo,pr,-25.833485153761792,-52.73114333335846,sao jose dos campos, SP,-23.20178111878932,-45.89567007799064,5.0,"{'gross': 26.7461, 'net': 25.1472}"
mc_ID_11916,"Married Male with one child, education: partial high school working as professional",90K+,"Starchy Foods from Starchy Foods department, Ordered Brand : Jardon",non recyclable,,Coupon Spectacular,Mid-Size,2.32 Millions,1.044 Millions,2085.67,3392.96,783.64,521.35,658.0909,mairipora,SP,-23.32358162262788,-46.571516434161296,sao paulo,SP,-23.56168119891244,-46.50627110555333,4.0,"{'gross': 25.2925, 'net': 20.7864}"
mc_ID_11917,"Married Female with four children, education: bachelors degree working as professional",840+ monthly,"Bread from Baked Goods department, Ordered Brand : Colony",non recyclable,,Price Winners,Supermarket,8.72 Millions,3.2264 Millions,2049.72,2810.12,457.36,304.91,497.9483,caraguatatuba,SP,-23.665954171562984,-45.43486616013568,sao paulo,SP,-23.59519232500434,-46.53381915834724,5.0,"{'gross': 11.745, 'net': data: 7.3697}"
mc_ID_11920,"Married Female with one kid, education: partial college working as professional",30K+,"Bread from Baked Goods department, Ordered Brand : Colony",non recyclable,"['Bar For Salad', 'Florist', 'Coffee Bar', 'Ready Food', 'Video Store']",One Day Sale,Deluxe,6.16 Millions,2.5872 Millions,2038.11,2841.35,481.98,322.3,amount: 767.3456,_londrina,PR,-23.28193075133742,-51.18000242096855,ibitinga,SP,-21.7664768468313,-48.83154737836604,5.0,"{'gross': 10.9746, 'net': 8.0674}"
mc_ID_11921,"Married Male with three children, education: high school degree working as manual",30K+,"Snack Foods from Snack Foods department, Ordered Brand : Fort West",non recyclable,"['Coffee Bar', 'Florist', 'Bar For Salad', 'Ready Food', 'Video Store']",Two for One,Deluxe,7.02 Millions,2.7378 Millions,2038.11,2844.85,481.98,321.26,358.9349,sao paulo,sp,-23.616291253983057,amount: -46.4649462867267,guarib4,SP,-21.36235769739203,-48.232975701561735,5.0,"{'gross': data: 17.7338, 'net': -13.3585}"
mc_ID_11922,"Single Male with five children, education: partial high school working as manual",10000,"Drinks from Beverages department, Ordered Brand : Skinner",non recyclable,"['Coffee Bar', 'Ready Food', 'Florist', 'Video Store', 'Bar For Salad']",Price Slashers,Deluxe,4.56 Millions,1.4592 Millions,1525.17,2146.4,373.1,249.22,403.9652,rlo de janeiro,rJ,-22.938518021928537,-43.17619539800332,piracicaba,	SP,-22.71683928585045,-47.65736585405934,5.0,"{'gross': amount: 31.6883, 'net': 28.6358}"
mc_ID_11925,"Married Female with No children, education: bachelors degree working as professional",€42K+,"Canned Sardines from Canned Foods department, Ordered Brand : Just Right",recyclable,"['Coffee Bar', 'Ready Food', 'Bar For Salad', 'Florist']",Dollar Days,Deluxe,€2.0M,1.0191 Millions,2052.49,3145.51,654.13,436.09,725.9763,Juiz De Fora,mg,-21.74833169302905,-43.36528741993188,campinas,SP,measure: -22.895876357204664,-47.0791850342778,5.0,"{'gross': amount: 10.0153, 'net': 7.0935}"
mc_ID_11926,"Single Female with five children, education: bachelors degree working as professional",€42K+,"Fruit from Produce department, Ordered Brand : Hermanos",recyclable,"['Ready Food', 'Coffee Bar', 'Florist', 'Bar For Salad']",Price Winners,Deluxe,5.72 Millions,2.574 Millions,2055.29,3145.51,654.13,434.42,data: 494.9149,_VITORIA,e5,-20.314995822898226,-40.30466594728476,ribeirao preto,SP,-21.152969235356927,-47.77227625506376,5.0,"{'gross': 27.7636, 'net': 24.8564}"
mc_ID_11928,"SiNgLe fEmAlE WiTh oNe cHiLd, EdUcAtIoN: pArTiAl hIgH ScHoOl wOrKiNg aS MaNuAl",10k,"Electrical from Household department, Ordered Brand : Red Wing",recyclable,,,Supermarket,11.52 Millions,5.0688 Millions,1508,1889.31,227.8,152.75,€276.82,BLUMENAU,SC,-26.946227503750908,-49.07439125728547,maringa,PR,-23.41000679702781,-51.88262571961486,5.0,"{'gross': 28.1997, 'net': 25.1472}"
mc_ID_11929,"Single Female with two children, education: high school degree working as manual",30K+,"Jams and Jellies from Baking Goods department, Ordered Brand : CDR",recyclable,"['Ready Food', 'Coffee Bar', 'Video Store', 'Florist', 'Bar For Salad']",Roller Savings (High) ,Gourmet,7.44Ms,3.72 Millions,,2202.06,465.54,309.45,measure: 532.6232,itanhaem,SP,-24.149651009642906,-46.7480979001278,guarulhos,SP,-23.46530411469876,-46.51148732089968,4.0,"{'gross': 19.6235, 'net': val: 15.2627}"
mc_ID_11930,single female with four kids; education: high school degree working as management,110K+,"Vegetables from Produce department, Ordered Brand : Hermanos",recyclable,,,,16.8 Millions,5.376 Millions,1508,1891.28,227.8,151.55,565.9906,PICAdA cAfe,RS,-29.454218608982814,data: -51.1349063786892,pedreira,5P,-22.73824150585765,-46.8958585777586,data: 5.0,"{'gross': 27.1822, 'net': -22.8214}"
mc_ID_11931,"Single Female with two children, education: partial high school working as manual",10K+,"Vegetables from Produce department, Ordered Brand : Hermanos",recyclable,,Save Price,SUpErm@RKEt,15.64 Millions,5.0048 Millions,1510.73,1882.98,227.8,153.8,325.6721,_sao paulo,sp,-23.58457236663973,-46.52447003996194,Sao Paulo,Sp,-23.52399579739165,-46.51294318734492,5.0,"{'gross': val: 25.0018, 'net': 22.0946}"
mc_ID_11932,"Single Male with No children, education: graduate degree working as professional",70K+,"Baking Goods from Baking Goods department, Ordered Brand : Landslide",recyclable,,Roller Savings (High) ,sUPerMArket,€1.0M,0.3944 Millions,1510.85,1891.13,227.8,151.9,data: 379.7503,	Sete Lagoas,Mg,-19.46361254830593,-44.24441403023008,lim3ira,Sp,-22.541719708891844,-47.427681190013296,5.0,"{'gross': 10.5676, 'net': 6.1923}"
mc_ID_11933,"Married Female with two children, education: bachelors degree working as professional",70K+,"Snack Foods from Snack Foods department, Ordered Brand : Horatio",non recyclable,"['Video Store', 'Coffee Bar', 'Florist', 'Ready Food', 'Bar For Salad']",Save It (Sale),,11.08 Millions,5.54 Millions,1427.61,2200.69,465.54,,427.7617,Sertaozinho,	SP,-21.074806170317235,-47.89892760667888,sao paulo,SP,-23.50869470774424,-46.48672956633388,5.0,"{'gross': 27.1822, 'net': 24.275}"
mc_ID_11934,"Married Female with two children, education: partial high school working as skilled manual",10K+,"Plastic Products from Household department, Ordered Brand : High Quality",recyclable,,Savings Galore,Mid-Siz3,5.85 Millions,2.6325 Millions,,3565.8,447.7,298.5,708.8742,"imbuia
",SC,-27.4922178124458,-49.41980753518701,mogi guacu,sp,-22.382941116125448,-46.94664125419024,5.0,"{'gross': -999.0, 'net': 933.19 oz}"
mc_ID_11935,"Married Male with five children, education: high school degree working as professional",70K+,"Snack Foods from Snack Foods department, Ordered Brand : Horatio",non recyclable,['Florist'],Roller Savings (High) ,Supermarket,7.0 Millions,2.17 Millions,1320.15,2194.86,523.32,,532.6232,Resplendor ,mg,-19.17685879412161,-41.26254261176845,sao paulo,$P ,amount: -23.539824031911863,-46.434679443937874,5.0,"{'gross': 11.4398, 'net': 9.9716}"
mc_ID_11937,"Single Female with three kidren, education: bachelors degree working as management",50K+,"Specialty from Produce department, Ordered Brand : Ebony",non recyclable,"['Bar For Salad', 'Ready Food']",Price Destroyers,,"2.58 ,000,000illions",1.1094 Millions,2265.9,3685.86,853.22,568.75,601.7115,maua,sp ,-23.68011442853022,-46.4524537436668,Uberlandia,MG,-18.94141413405276,-48.33714543949449,5.0,"{'gross': 28.1997, 'net': -25.1472}"
mc_ID_11938,"Single Male with five children, education: bachelors degree working as professional",30K+,"Jams and Jellies from Baking Goods department, Ordered Brand : Plato",recyclable,,Budget Bargains,,$9.99 Millions,4.4955 Millions,2085.67,3391.8,783.64,522.49,546.0643,sA0 pAulo,sp,data: -23.556817623925213,-46.64986083625707,praia grande,Sp,-24.011288218359883,data: -46.41873374429398,5.0,"{'gross': amount: 18.3153, 'net': 16.8617}"
mc_ID_11940,"Married Male with No children, education: graduate degree working as professional",Income: 70K+,"Dairy from Dairy department, Ordered Brand : Club",recyclable,"['Coffee Bar', 'Ready Food', 'Bar For Salad', 'Florist']",Sale : Double Down,Deluxe,"2.84 ,000,000illions",1.3632 Millions,2055.29,3145.51,654.13,434.46,500.7202, ferraz de vasconcelos,SP,-23.535776999999943,-46.37282749999997,Rio  De  Janeiro,rj,data: -22.86881073397188,-43.2496625858511,1.0,"{'gross': 29.944, 'net': 27.0368}"
mc_ID_11941,"Single Female with No kidren, education: high school degree working as management",90k,"Bathroom Products from Health and Hygiene department, Ordered Brand : Bird Call",recyclable,,Save It (Sale),supERMArKEt,8.79 Millions,2.8128 Millions,1623.48,2191.86,341.05,229.14,353.7049,sao paulo,SP,-23.55001132944774,-46.64818240521669,riberao 	preto,$P,-21.16850440882337,-47.79370519233655,5.0,"{'gross': 22.24, 'net': 20786.40 grams}"
mc_ID_11942,"Single Female with two children, education: high school degree working as skilled manual",50K+,"Pain Relievers from Health and Hygiene department, Ordered Brand : Hilltop",recyclable,"['Coffee Bar', 'Florist', 'Ready Food', 'Bar For Salad']",Sale : Double Down,Deluxe,7.47 Millions,2.8386 Millions,2055.29,3145.51,654.13,435.4,measure: 500.7202,uberaba,MG,-19.749533408878825,-47.93445865708095, bebedouro ,SP,-20.928623885001464,-48.49299639722605,5.0,"{'gross': 9.4338, 'net': 6.5121}"
mc_ID_11943,"Married Female with four children, education: partial high school working as skilled manual",10K+,"Dairy from Dairy department, Ordered Brand : Even Better",non recyclable,,You Save Days,supermarket,"1.58 ,000,000illions",0.474 Millions,1508,1887.7,227.8,151.58,565.9906,sau paulo,sp,-23.619501000000003,-46.67681249999998,	contag3m,MG,-19.88575709625392,measure: -44.01809003760589,5.0,"{'gross': 22.8214, 'net': 18.3153}"
mc_ID_11944,"Single Female with two children, education: partial college working as management",30K+,"Fruit from Produce department, Ordered Brand : Hermanos",recyclable,['Coffee Bar'],Savings Galore,Supermarket,7.68 Millions,3.072 Millions,1234.76,1971.01,440.92,292.75,724.5119,limeira,SP,-22.599254430886607,-47.37980963550319,sao paulo,SP,-23.55684999916328,-46.56941527477062,5.0,"{'gross': -21.8039, 'net': -20.3503}"
mc_ID_11945,"Married Female with three children, education: partial high school working as manual",120+ monthly,"Snack Foods from Snack Foods department, Ordered Brand : Fort West",recyclable,,Coupon Spectacular,Mid-S1ze,5.4 Millions,2.322 Millions,2085.67,3393.36,785.64,522.49,658.0909,sorocaba,5P,-23.489741556206333,-47.509921178602326,Piracicaba,SP,-22.71683928585045,-47.65736585405934,5.0,"{'gross': data: 17.007, 'net': -12.6317}"
mc_ID_11946,"Married Male with two children, education: batchelors degree working as professional",50K+,"Drinks from Beverages department, Ordered Brand : Excellent",non recyclable,"['Video Store', 'Ready Food', 'Florist', 'Bar For Salad', 'Coffee Bar']",Roller Savings (High) ,gOURmET,$7.4 Millions,2.812 Millions,1424.85,2198.81,467.54,310.3,532.6232,belem,PA,-1.398302853453761,amount: -48.45359410502642,guarulhos,SP,-23.464392221253405,-46.54273714209829,5.0,"{'gross': -13.4603, 'net': 10.5531}"
mc_ID_11949,"Married Male with three children, education: partial college working as management",30K+,"Jams and Jellies from Baking Goods department, Ordered Brand : BBB Best",recyclable,['Coffee Bar'],Promo Big,Supermarket,1.12 Millions,0.448 Millions,1236.07,1967.44,440.92,295.34,data: 647.8924,FRANCISCO MORATO_,SP,-23.28138052414315,val: -46.736846345042274,sao paulo,sp,-23.65111484251016,-46.75521082321932,2.0,"{'gross': 12.8788, 'net': 9.9571}"
mc_ID_11951,"Married Male with five children, education: high school degree working as skilled manual",30K+,"Decongestants from Health and Hygiene department, Ordered Brand : Bird Call",recyclable,,,Supermarket,5.64 Millions,1.974 Millions,2049.72,2811.99,457.36,304.91,697.7866,miracema,rj,-21.40850833971076,amount: -42.19577881747024,recife,PE,-8.138173275583135,-34.9322264583223,4.0,"{'gross': 30.3801, 'net': 60.25 lbs}"
mc_ID_11952,Single Female with three children / education: partial high school working as professional,1080+ monthly,"Breakfast Foods from Frozen Foods department, Ordered Brand : Imagine",recyclable,,Price Destroyers,,2.38 Millions,1.0948 Millions,2085.67,3391.8,785.64,520.61,503.0214,_Juazeiro Do Norte,CE,-7.231992664186285,measure: -39.32579297404892,Sao Jose Do Rio Preto,$P,-20.80243626346376,-49.39562406741489,1.0,"{'gross': 22.24, 'net': 19.3328}"
mc_ID_11953,"Married Female with two children, education: bachelors degree working as professional",70K or more,"Candy from Snacks department, Ordered Brand : Musial",non recyclable,"['Florist', 'Coffee Bar', 'Ready Food', 'Bar For Salad', 'Video Store']",Roller Savings (High) ,Gourmet,3.92 Millions,1.4896 Millions,1424.85,2200.69,465.54,310.3,532.6232,goiania,GO,-16.66600140947401,measure: -49.25976473048296,FRANCA,sp,-20.54822779974972,-47.395897060007975,5.0,"{'gross': 19.6235, 'net': 18.1699}"
mc_ID_11957,"Single Female with two children, education: bachelors degree working as professional",30K+,"Bread from Baked Goods department, Ordered Brand : Great",recyclable,"['Coffee Bar', 'Bar For Salad', 'Ready Food', 'Florist']",Sale : Double Down,De1uxe,2.79 Millions,1.0602 Millions,2053.06,3150.19,654.13,434.14,500.7202,PIrAPORa dO Bom jesuS,SP,data: -23.4147842109558,-46.9744489453111,JUIZ DE FORA,MG,-21.74279595920133,-43.34733210115995,3.0,"{'gross': 19.7689, 'net': 16.8617}"
mc_ID_11958,"SINGLE FEMALE WITH ONE KID, EDUCATION: PARTIAL HIGH SCHOOL WORKING AS SKILLED MANUAL",30 Thousand,"Starchy Foods from Starchy Foods department, Ordered Brand : Medalist",recyclable,['Florist'],Price Winners,sUpErmARKet,"15.2 ,000,000illions",4.56 Millions,1317.56,2192.32,523.32,349.94,640.7273,SAO PAULO,Sp,-23.588898319435764,-46.68312877061568,Rio De Janeiro,RJ,-23.01133469499096,-43.45025641534424,5.0,"{'gross': 20.2049, 'net': amount: 17.1524}"
mc_ID_11960,"Single Male with five children, education: high school degree working as management",$70K+,"Bathroom Products from Health and Hygiene department, Ordered Brand : Bird Call",non recyclable,"['Ready Food', 'Florist', 'Video Store', 'Bar For Salad', 'Coffee Bar']",Money Savers,Deluxe,2.08 Millions,0.936 Millions,1525.28,2147.17,373.1,248.79,amount: 560.656,SUZANO,SP,-23.54115674448176,-46.28455918400613,santa barbara d'oeste,SP,-22.75967282783305,-47.364736674563375,5.0,"{'gross': 19.4781, 'net': val: 16.4256}"
mc_ID_11961,"Single Male with No children, education: partial high school working as skilled manual",€8K+,"Canned Oysters from Canned Foods department, Ordered Brand : Just Right",non recyclable,"['Ready Food', 'Bar For Salad']",Shelf Clearing Days,Supermarket,4.02 Millions,1.8492 Millions,2264.15,3688.71,853.22,570.67,571.1683,SAO PAULO,SP,-23.559519635581964,-46.59033924271452,ibitinga,SP,measure: -21.7664768468313,data: -48.83154737836604,5.0,"{'gross': 21.5132, 'net': 18.606}"
mc_ID_11962,"Single Female with four children, education: bachelors degree working as professional",$50K+,"Jams and Jellies from Baking Goods department, Ordered Brand : Super",non recyclable,"['Coffee Bar', 'Ready Food', 'Video Store', 'Florist', 'Bar For Salad']",Dimes Off,Deluxe,€4.3M,2.1672 Millions,2038.11,2838.17,481.98,321.26,data: 602.7575,sao paulo,SP,-23.58358015598129,-46.60324359824576,sao paulo,SP,-23.65111484251016,amount: -46.75521082321932,val: 5.0,"{'gross': -24.1296, 'net': 21.2225}"
